t,row,variable,horizon,scalar_baseline,scalar_refit,omitted_baseline,omitted_refit
-0.02,8,inflation,7,-0.0083330029,-0.0083268175,0.00015748857,0.00014260991
-0.02,9,inflation,8,-0.0088769461,-0.0088706809,0.00023414463,0.00022077473
-0.02,10,inflation,9,-0.0092027032,-0.0091972999,0.00030336928,0.00029180479
-0.02,11,inflation,10,-0.0093163745,-0.0093127446,0.00036295835,0.0003534573
-0.02,12,inflation,11,-0.0092319883,-0.009230894,0.00041178829,0.00040458745
-0.02,13,inflation,12,-0.0089685645,-0.0089704674,0.00044950314,0.00044482289
-0.02,14,inflation,13,-0.0085479763,-0.0085528878,0.00047628567,0.00047432763
-0.02,15,inflation,14,-0.007993395,-0.0080007496,0.00049268831,0.0004936295
-0.02,16,inflation,15,-0.0073281654,-0.0073367278,0.00049950771,0.00050349333
-0.02,17,inflation,16,-0.0065750039,-0.0065828141,0.00049769106,0.00050482759
-0.02,18,inflation,17,-0.0057554396,-0.0057597959,0.00048826633,0.0004986157
-0.02,19,inflation,18,-0.0048894397,-0.0048869166,0.00047229037,0.00048586583
-0.02,20,inflation,19,-0.0039951758,-0.0039816728,0.00045081075,0.00046757457
-0.02,21,output,0,-0.011924095,-0.011857363,-0.002990562,-0.0032529469
-0.02,22,output,1,-0.021817975,-0.021788705,-0.0031494766,-0.0034453225
-0.02,23,output,2,-0.02884192,-0.028837805,-0.0021418896,-0.002385496
-0.02,24,output,3,-0.033280443,-0.033289146,-0.00075944077,-0.0009176698
-0.02,25,output,4,-0.035583364,-0.035611603,0.00035974867,0.00026403115
-0.02,26,output,5,-0.036023415,-0.036074539,0.0011905305,0.0011404355
-0.02,27,output,6,-0.034889547,-0.034963718,0.0017223372,0.0017030587
-0.02,28,output,7,-0.032433024,-0.032519246,0.0019700106,0.0019669237
-0.02,29,output,8,-0.028854089,-0.028913885,0.0020028293,0.0020052882
-0.02,30,output,9,-0.024796581,-0.024822721,0.0019082912,0.0019115904
-0.02,31,output,10,-0.020660446,-0.020659158,0.0017430027,0.0017454886
-0.02,32,output,11,-0.016686373,-0.016668082,0.0015432786,0.0015447474
-0.02,33,output,12,-0.013011414,-0.012986262,0.001332094,0.0013329304
-0.02,34,output,13,-0.0097056109,-0.0096815801,0.0011236568,0.0011243937
-0.02,35,output,14,-0.0067961447,-0.0067785465,0.00092642367,0.00092753542
-0.02,36,output,15,-0.0042832684,-0.004274897,0.00074509389,0.00074691544
-0.02,37,output,16,-0.0021508133,-0.0021523842,0.00058192958,0.00058464084
-0.02,38,output,17,-0.00037309978,-0.00038376812,0.00043763139,0.00044127225
-0.02,39,output,18,0.0010805392,0.0010626784,0.00031191919,0.00031641688
-0.02,40,output,19,0.0022428202,0.0022202965,0.00020391676,0.00020911592
-0.01,1,inflation,0,-0.0008442299,-0.0008436448,-7.0900717e-05,-7.6590387e-05
-0.01,2,inflation,1,-0.0019102688,-0.001910493,-0.00012318802,-0.00013417383
-0.01,3,inflation,2,-0.0031034176,-0.0031046126,-0.00013942865,-0.00015393761
-0.01,4,inflation,3,-0.0043365062,-0.0043381174,-0.0001187518,-0.00013484197
-0.01,5,inflation,4,-0.0055338272,-0.0055351887,-6.9516213e-05,-8.5708873e-05
-0.01,6,inflation,5,-0.0066310789,-0.0066316769,-1.1739661e-06,-1.6475964e-05
-0.01,7,inflation,6,-0.0075767448,-0.0075762904,7.7118324e-05,6.3303569e-05
-0.01,8,inflation,7,-0.0083330029,-0.008331381,0.00015748857,0.00014545949
-0.01,9,inflation,8,-0.0088769461,-0.008874167,0.00023414463,0.00022402688
-0.01,10,inflation,9,-0.0092027032,-0.0091991306,0.00030336928,0.00029523032
-0.01,11,inflation,10,-0.0093163745,-0.0093127495,0.00036295835,0.00035687236
-0.01,12,inflation,11,-0.0092319883,-0.0092292607,0.00041178829,0.00040786224
-0.01,13,inflation,12,-0.0089685645,-0.0089676449,0.00044950314,0.00044787999
-0.01,14,inflation,13,-0.0085479763,-0.0085494776,0.00047628567,0.00047713497
-0.01,15,inflation,14,-0.007993395,-0.0079974026,0.00049268831,0.00049619097
-0.01,16,inflation,15,-0.0073281654,-0.0073340572,0.00049950771,0.00050583908
-0.01,17,inflation,16,-0.0065750039,-0.006581328,0.00049769106,0.0005070049
-0.01,18,inflation,17,-0.0057554396,-0.0057598499,0.00048826633,0.00050068117
-0.01,19,inflation,18,-0.0048894397,-0.0048886853,0.00047229037,0.00048787889
-0.01,20,inflation,19,-0.0039951758,-0.0039851372,0.00045081075,0.00046959246
-0.01,21,output,0,-0.011924095,-0.011892636,-0.002990562,-0.0031223326
-0.01,22,output,1,-0.021817975,-0.021805266,-0.0031494766,-0.0032988319
-0.01,23,output,2,-0.02884192,-0.028841302,-0.0021418896,-0.0022656659
-0.01,24,output,3,-0.033280443,-0.03328558,-0.00075944077,-0.00084089097
-0.01,25,output,4,-0.035583364,-0.035597447,0.00035974867,0.00030960689
-0.01,26,output,5,-0.036023415,-0.036048071,0.0011905305,0.0011634623
-0.01,27,output,6,-0.034889547,-0.034924853,0.0017223372,0.0017110478
-0.01,28,output,7,-0.032433024,-0.032473587,0.0019700106,0.0019672777
-0.01,29,output,8,-0.028854089,-0.02888126,0.0020028293,0.0020033948
-0.01,30,output,9,-0.024796581,-0.024807211,0.0019082912,0.0019097896
-0.01,31,output,10,-0.020660446,-0.020658018,0.0017430027,0.0017445626
-0.01,32,output,11,-0.016686373,-0.016676347,0.0015432786,0.0015447424
-0.01,33,output,12,-0.013011414,-0.012998955,0.001332094,0.0013335956
-0.01,34,output,13,-0.0097056109,-0.0096946292,0.0011236568,0.0011254034
-0.01,35,output,14,-0.0067961447,-0.0067890389,0.00092642367,0.00092859144
-0.01,36,output,15,-0.0042832684,-0.0042810189,0.00074509389,0.00074778597
-0.01,37,output,16,-0.0021508133,-0.0021532335,0.00058192958,0.00058516735
-0.01,38,output,17,-0.00037309978,-0.00037913825,0.00043763139,0.00044136166
-0.01,39,output,18,0.0010805392,0.0010724998,0.00031191919,0.00031602844
-0.01,40,output,19,0.0022428202,0.002234695,0.00020391676,0.00020824752
-0.005,1,inflation,0,-0.0008442299,-0.00084279907,-7.0900717e-05,-7.4902662e-05
-0.005,2,inflation,1,-0.0019102688,-0.0019093103,-0.00012318802,-0.00013090979
-0.005,3,inflation,2,-0.0031034176,-0.0031035133,-0.00013942865,-0.00014956112
-0.005,4,inflation,3,-0.0043365062,-0.0043374281,-0.0001187518,-0.00012987181
-0.005,5,inflation,4,-0.0055338272,-0.0055350793,-6.9516213e-05,-8.0558152e-05
-0.005,6,inflation,5,-0.0066310789,-0.0066321643,-1.1739661e-06,-1.1441986e-05
-0.005,7,inflation,6,-0.0075767448,-0.0075772759,7.7118324e-05,6.8019946e-05
-0.005,8,inflation,7,-0.0083330029,-0.008332708,0.00015748857,0.00014973293
-0.005,9,inflation,8,-0.0088769461,-0.0088756675,0.00023414463,0.0002277791
-0.005,10,inflation,9,-0.0092027032,-0.0092005879,0.00030336928,0.0002984029
-0.005,11,inflation,10,-0.0093163745,-0.0093138993,0.00036295835,0.00035941091
-0.005,12,inflation,11,-0.0092319883,-0.0092298355,0.00041178829,0.0004097099
-0.005,13,inflation,12,-0.0089685645,-0.0089674359,0.00044950314,0.00044897637
-0.005,14,inflation,13,-0.0085479763,-0.0085483971,0.00047628567,0.00047741807
-0.005,15,inflation,14,-0.007993395,-0.0079955387,0.00049268831,0.00049560056
-0.005,16,inflation,15,-0.0073281654,-0.0073317151,0.00049950771,0.00050432043
-0.005,17,inflation,16,-0.0065750039,-0.0065790574,0.00049769106,0.00050451239
-0.005,18,inflation,17,-0.0057554396,-0.0057584573,0.00048826633,0.00049718126
-0.005,19,inflation,18,-0.0048894397,-0.0048892333,0.00047229037,0.00048335247
-0.005,20,inflation,19,-0.0039951758,-0.0039889321,0.00045081075,0.00046403635
-0.005,21,output,0,-0.011924095,-0.011909016,-0.002990562,-0.0030566963
-0.005,22,output,1,-0.021817975,-0.021812331,-0.0031494766,-0.0032246863
-0.005,23,output,2,-0.02884192,-0.028842168,-0.0021418896,-0.0022044816
-0.005,24,output,3,-0.033280443,-0.033283317,-0.00075944077,-0.00080097026
-0.005,25,output,4,-0.035583364,-0.03559039,0.00035974867,0.00033389803
-0.005,26,output,5,-0.036023415,-0.03603539,0.0011905305,0.0011763094
-0.005,27,output,6,-0.034889547,-0.034906527,0.0017223372,0.0017161375
-0.005,28,output,7,-0.032433024,-0.032452375,0.0019700106,0.0019682533
-0.005,29,output,8,-0.028854089,-0.028866681,0.0020028293,0.0020029079
-0.005,30,output,9,-0.024796581,-0.024801006,0.0019082912,0.001909019
-0.005,31,output,10,-0.020660446,-0.02065858,0.0017430027,0.0017439281
-0.005,32,output,11,-0.016686373,-0.016681037,0.0015432786,0.0015443025
-0.005,33,output,12,-0.013011414,-0.013005224,0.001332094,0.0013332611
-0.005,34,output,13,-0.0097056109,-0.0097004918,0.0011236568,0.0011250476
-0.005,35,output,14,-0.0067961447,-0.0067932018,0.00092642367,0.00092810196
-0.005,36,output,15,-0.0042832684,-0.0042828407,0.00074509389,0.00074708582
-0.005,37,output,16,-0.0021508133,-0.0021526119,0.00058192958,0.00058421893
-0.005,38,output,17,-0.00037309978,-0.0003763748,0.00043763139,0.00044016322
-0.005,39,output,18,0.0010805392,0.0010768306,0.00031191919,0.00031460726
-0.005,40,output,19,0.0022428202,0.0022398615,0.00020391676,0.00020665235
0.005,1,inflation,0,-0.0008442299,-0.00084554479,-7.0900717e-05,-6.6930862e-05
0.005,2,inflation,1,-0.0019102688,-0.0019111399,-0.00012318802,-0.0001155234
0.005,3,inflation,2,-0.0031034176,-0.0031033042,-0.00013942865,-0.00012934796
0.005,4,inflation,3,-0.0043365062,-0.0043356199,-0.0001187518,-0.00010765734
0.005,5,inflation,4,-0.0055338272,-0.0055326298,-6.9516213e-05,-5.847502e-05
0.005,6,inflation,5,-0.0066310789,-0.006630037,-1.1739661e-06,9.1027209e-06
0.005,7,inflation,6,-0.0075767448,-0.0075762283,7.7118324e-05,8.6214249e-05
0.005,8,inflation,7,-0.0083330029,-0.0083332774,0.00015748857,0.00016521048
0.005,9,inflation,8,-0.0088769461,-0.008878169,0.00023414463,0.00024042976
0.005,10,inflation,9,-0.0092027032,-0.0092047383,0.00030336928,0.0003082009
0.005,11,inflation,10,-0.0093163745,-0.0093187671,0.00036295835,0.00036631748
0.005,12,inflation,11,-0.0092319883,-0.009234083,0.00041178829,0.00041363354
0.005,13,inflation,12,-0.0089685645,-0.0089696845,0.00044950314,0.00044976744
0.005,14,inflation,13,-0.0085479763,-0.0085476123,0.00047628567,0.00047488236
0.005,15,inflation,14,-0.007993395,-0.0079913747,0.00049268831,0.00048952185
0.005,16,inflation,15,-0.0073281654,-0.007324787,0.00049950771,0.00049448566
0.005,17,inflation,16,-0.0065750039,-0.0065711269,0.00049769106,0.0004907356
0.005,18,inflation,17,-0.0057554396,-0.0057525326,0.00048826633,0.00047932403
0.005,19,inflation,18,-0.0048894397,-0.004889588,0.00047229037,0.00046133979
0.005,20,inflation,19,-0.0039951758,-0.0040010541,0.00045081075,0.00043786759
0.005,21,output,0,-0.011924095,-0.011939155,-0.002990562,-0.0029246321
0.005,22,output,1,-0.021817975,-0.021823869,-0.0031494766,-0.0030743539
0.005,23,output,2,-0.02884192,-0.028841999,-0.0021418896,-0.0020792588
0.005,24,output,3,-0.033280443,-0.033277778,-0.00075944077,-0.00071772908
0.005,25,output,4,-0.035583364,-0.035576365,0.00035974867,0.00038580163
0.005,26,output,5,-0.036023415,-0.03601129,0.0011905305,0.0012049226
0.005,27,output,6,-0.034889547,-0.034872328,0.0017223372,0.0017286619
0.005,28,output,7,-0.032433024,-0.032413457,0.0019700106,0.0019718396
0.005,29,output,8,-0.028854089,-0.028841253,0.0020028293,0.0020027704
0.005,30,output,9,-0.024796581,-0.024791909,0.0019082912,0.0019075448
0.005,31,output,10,-0.020660446,-0.020662106,0.0017430027,0.0017420387
0.005,32,output,11,-0.016686373,-0.01669158,0.0015432786,0.0015422153
0.005,33,output,12,-0.013011414,-0.013017573,0.001332094,0.0013309039
0.005,34,output,13,-0.0097056109,-0.0097107966,0.0011236568,0.0011222746
0.005,35,output,14,-0.0067961447,-0.0067992334,0.00092642367,0.0009247976
0.005,36,output,15,-0.0042832684,-0.0042838844,0.00074509389,0.00074320693
0.005,37,output,16,-0.0021508133,-0.0021491937,0.00058192958,0.0005798041
0.005,38,output,17,-0.00037309978,-0.00036992907,0.00043763139,0.00043532556
0.005,39,output,18,0.0010805392,0.0010842939,0.00031191919,0.00030951963
0.005,40,output,19,0.0022428202,0.0022460598,0.00020391676,0.00020152998
0.01,1,inflation,0,-0.0008442299,-0.00084675107,-7.0900717e-05,-6.2981349e-05
0.01,2,inflation,1,-0.0019102688,-0.0019119318,-0.00012318802,-0.00010789122
0.01,3,inflation,2,-0.0031034176,-0.0031031793,-0.00013942865,-0.0001192852
0.01,4,inflation,3,-0.0043365062,-0.0043347721,-0.0001187518,-9.6550294e-05
0.01,5,inflation,4,-0.0055338272,-0.0055314874,-6.9516213e-05,-4.7396076e-05
0.01,6,inflation,5,-0.0066310789,-0.0066290371,-1.1739661e-06,1.9424311e-05
0.01,7,inflation,6,-0.0075767448,-0.0075757242,7.7118324e-05,9.5340039e-05
0.01,8,inflation,7,-0.0083330029,-0.0083335301,0.00015748857,0.0001729262
0.01,9,inflation,8,-0.0088769461,-0.0088793366,0.00023414463,0.00024665688
0.01,10,inflation,9,-0.0092027032,-0.0092066962,0.00030336928,0.0003129149
0.01,11,inflation,10,-0.0093163745,-0.0093210816,0.00036295835,0.00036950011
0.01,12,inflation,11,-0.0092319883,-0.0092361237,0.00041178829,0.00041525194
0.01,13,inflation,12,-0.0089685645,-0.0089707966,0.00044950314,0.00044976963
0.01,14,inflation,13,-0.0085479763,-0.0085473003,0.00047628567,0.00047320201
0.01,15,inflation,14,-0.007993395,-0.007989466,0.00049268831,0.00048608762
0.01,16,inflation,15,-0.0073281654,-0.0073215617,0.00049950771,0.00048923208
0.01,17,inflation,16,-0.0065750039,-0.0065674055,0.00049769106,0.00048361352
0.01,18,inflation,17,-0.0057554396,-0.0057497207,0.00048826633,0.00047030961
0.01,19,inflation,18,-0.0048894397,-0.0048896807,0.00047229037,0.00045044129
0.01,20,inflation,19,-0.0039951758,-0.0040066055,0.00045081075,0.00042512989
0.01,21,output,0,-0.011924095,-0.011954153,-0.002990562,-0.0028589097
0.01,22,output,1,-0.021817975,-0.021829959,-0.0031494766,-0.0029993212
0.01,23,output,2,-0.02884192,-0.028842361,-0.0021418896,-0.0020165901
0.01,24,output,3,-0.033280443,-0.033275294,-0.00075944077,-0.00067583451
0.01,25,output,4,-0.035583364,-0.035569391,0.00035974867,0.0004120597
0.01,26,output,5,-0.036023415,-0.03599904,0.0011905305,0.0012194906
0.01,27,output,6,-0.034889547,-0.034854913,0.0017223372,0.0017351188
0.01,28,output,7,-0.032433024,-0.032393727,0.0019700106,0.0019737486
0.01,29,output,8,-0.028854089,-0.02882823,0.0020028293,0.0020027395
0.01,30,output,9,-0.024796581,-0.024787042,0.0019082912,0.0019067875
0.01,31,output,10,-0.020660446,-0.020663598,0.0017430027,0.0017410428
0.01,32,output,11,-0.016686373,-0.01669668,0.0015432786,0.001541117
0.01,33,output,12,-0.013011414,-0.013023705,0.001332094,0.0013296929
0.01,34,output,13,-0.0097056109,-0.0097160372,0.0011236568,0.0011208997
0.01,35,output,14,-0.0067961447,-0.0068024434,0.00092642367,0.00092321888
0.01,36,output,15,-0.0042832684,-0.0042846577,0.00074509389,0.000741416
0.01,37,output,16,-0.0021508133,-0.0021477231,0.00058192958,0.00057782902
0.01,38,output,17,-0.00037309978,-0.00036684356,0.00043763139,0.00043322728
0.01,39,output,18,0.0010805392,0.0010880922,0.00031191919,0.00030738479
0.01,40,output,19,0.0022428202,0.0022495438,0.00020391676,0.00019946253
0.02,1,inflation,0,-0.0008442299,-0.0008488353,-7.0900717e-05,-5.5038738e-05
0.02,2,inflation,1,-0.0019102688,-0.0019132895,-0.00012318802,-9.2508388e-05
0.02,3,inflation,2,-0.0031034176,-0.0031029174,-0.00013942865,-9.890659e-05
0.02,4,inflation,3,-0.0043365062,-0.0043332183,-0.0001187518,-7.3929801e-05
0.02,5,inflation,4,-0.0055338272,-0.0055293877,-6.9516213e-05,-2.4722359e-05
0.02,6,inflation,5,-0.0066310789,-0.0066271711,-1.1739661e-06,4.061487e-05
0.02,7,inflation,6,-0.0075767448,-0.0075747477,7.7118324e-05,0.00011408503
0.02,8,inflation,7,-0.0083330029,-0.0083339558,0.00015748857,0.00018872003
0.02,9,inflation,8,-0.0088769461,-0.0088814929,0.00023414463,0.00025928544
0.02,10,inflation,9,-0.0092027032,-0.0092103759,0.00030336928,0.00032229898
0.02,11,inflation,10,-0.0093163745,-0.0093254824,0.00036295835,0.00037560072
0.02,12,inflation,11,-0.0092319883,-0.0092400557,0.00041178829,0.00041802569
0.02,13,inflation,12,-0.0089685645,-0.008973009,0.00044950314,0.00044915541
0.02,14,inflation,13,-0.0085479763,-0.0085468319,0.00047628567,0.00046912588
0.02,15,inflation,14,-0.007993395,-0.0079859631,0.00049268831,0.00047847717
0.02,16,inflation,15,-0.0073281654,-0.0073155287,0.00049950771,0.00047803436
0.02,17,inflation,16,-0.0065750039,-0.006560374,0.00049769106,0.00046881272
0.02,18,inflation,17,-0.0057554396,-0.0057443337,0.00048826633,0.00045194218
0.02,19,inflation,18,-0.0048894397,-0.0048896968,0.00047229037,0.00042860726
0.02,20,inflation,19,-0.0039951758,-0.0040168321,0.00045081075,0.00039999979
0.02,21,output,0,-0.011924095,-0.011983853,-0.002990562,-0.0027280653
0.02,22,output,1,-0.021817975,-0.021842572,-0.0031494766,-0.0028494753
0.02,23,output,2,-0.02884192,-0.028843789,-0.0021418896,-0.0018910596
0.02,24,output,3,-0.033280443,-0.033270783,-0.00075944077,-0.00059139795
0.02,25,output,4,-0.035583364,-0.035555497,0.00035974867,0.00046530165
0.02,26,output,5,-0.036023415,-0.035974212,0.0011905305,0.0012492693
0.02,27,output,6,-0.034889547,-0.034819606,0.0017223372,0.0017485384
0.02,28,output,7,-0.032433024,-0.032353929,0.0019700106,0.0019779017
0.02,29,output,8,-0.028854089,-0.028801779,0.0020028293,0.0020028341
0.02,30,output,9,-0.024796581,-0.024776865,0.0019082912,0.0019052867
0.02,31,output,10,-0.020660446,-0.020666195,0.0017430027,0.0017389741
0.02,32,output,11,-0.016686373,-0.016706634,0.0015432786,0.0015388092
0.02,33,output,12,-0.013011414,-0.013035911,0.001332094,0.001327177
0.02,34,output,13,-0.0097056109,-0.0097266567,0.0011236568,0.0011181193
0.02,35,output,14,-0.0067961447,-0.0068091613,0.00092642367,0.00092013068
0.02,36,output,15,-0.0042832684,-0.0042865856,0.00074509389,0.00073803139
0.02,37,output,16,-0.0021508133,-0.0021451375,0.00058192958,0.00057422292
0.02,38,output,17,-0.00037309978,-0.00036086478,0.00043763139,0.00042953137
0.02,39,output,18,0.0010805392,0.0010958206,0.00031191919,0.00030377354
0.02,40,output,19,0.0022428202,0.0022571464,0.00020391676,0.000196137
0.03,1,inflation,0,-0.0008442299,-0.00084507168,-7.0900717e-05,-5.3109121e-05
0.03,2,inflation,1,-0.0019102688,-0.0019091981,-0.00012318802,-8.8499806e-05
0.03,3,inflation,2,-0.0031034176,-0.0031001829,-0.00013942865,-9.2907926e-05
0.03,4,inflation,3,-0.0043365062,-0.0043323849,-0.0001187518,-6.6226168e-05
0.03,5,inflation,4,-0.0055338272,-0.0055302949,-6.9516213e-05,-1.5712994e-05
0.03,6,inflation,5,-0.0066310789,-0.0066292866,-1.1739661e-06,5.0483027e-05
0.03,7,inflation,6,-0.0075767448,-0.0075774186,7.7118324e-05,0.00012436626
0.03,8,inflation,7,-0.0083330029,-0.0083365881,0.00015748857,0.00019900732
0.03,9,inflation,8,-0.0088769461,-0.0088836588,0.00023414463,0.00026923135
0.03,10,inflation,9,-0.0092027032,-0.0092118293,0.00030336928,0.00033162207
0.03,11,inflation,10,-0.0093163745,-0.0093261306,0.00036295835,0.00038408356
0.03,12,inflation,11,-0.0092319883,-0.0092399228,0.00041178829,0.00042550912
0.03,13,inflation,12,-0.0089685645,-0.0089722027,0.00044950314,0.00045553109
0.03,14,inflation,13,-0.0085479763,-0.0085455183,0.00047628567,0.00047432858
0.03,15,inflation,14,-0.007993395,-0.0079843511,0.00049268831,0.00048247742
0.03,16,inflation,15,-0.0073281654,-0.0073138624,0.00049950771,0.00048083199
0.03,17,inflation,16,-0.0065750039,-0.006558932,0.00049769106,0.00047043139
0.03,18,inflation,17,-0.0057554396,-0.0057434325,0.00048826633,0.00045242473
0.03,19,inflation,18,-0.0048894397,-0.0048896962,0.00047229037,0.00042801204
0.03,20,inflation,19,-0.0039951758,-0.0040181402,0.00045081075,0.00039839759
0.03,21,output,0,-0.011924095,-0.012015912,-0.002990562,-0.0025997712
0.03,22,output,1,-0.021817975,-0.021859429,-0.0031494766,-0.0027025911
0.03,23,output,2,-0.02884192,-0.028849374,-0.0021418896,-0.0017682103
0.03,24,output,3,-0.033280443,-0.033268764,-0.00075944077,-0.00050887107
0.03,25,output,4,-0.035583364,-0.035541772,0.00035974867,0.0005172061
0.03,26,output,5,-0.036023415,-0.03594719,0.0011905305,0.0012782478
0.03,27,output,6,-0.034889547,-0.034780304,0.0017223372,0.0017617131
0.03,28,output,7,-0.032433024,-0.032309218,0.0019700106,0.0019823418
0.03,29,output,8,-0.028854089,-0.028769952,0.0020028293,0.0020036979
0.03,30,output,9,-0.024796581,-0.024761659,0.0019082912,0.0019049701
0.03,31,output,10,-0.020660446,-0.020664918,0.0017430027,0.0017384277
0.03,32,output,11,-0.016686373,-0.016714461,0.0015432786,0.0015382796
0.03,33,output,12,-0.013011414,-0.013047992,0.001332094,0.0013266105
0.03,34,output,13,-0.0097056109,-0.0097390301,0.0011236568,0.0011173708
0.03,35,output,14,-0.0067961447,-0.0068190225,0.00092642367,0.00091906333
0.03,36,output,15,-0.0042832684,-0.0042922452,0.00074509389,0.00073655618
0.03,37,output,16,-0.0021508133,-0.0021458428,0.00058192958,0.00057230763
0.03,38,output,17,-0.00037309978,-0.00035658192,0.00043763139,0.00042719468
0.03,39,output,18,0.0010805392,0.0011046181,0.00031191919,0.00030107347
0.03,40,output,19,0.0022428202,0.0022696607,0.00020391676,0.00019315818
0.04,1,inflation,0,-0.0008442299,-0.0008409876,-7.0900717e-05,-5.1545862e-05
0.04,2,inflation,1,-0.0019102688,-0.0019048754,-0.00012318802,-8.5194715e-05
0.04,3,inflation,2,-0.0031034176,-0.0030974413,-0.00013942865,-8.7808537e-05
0.04,4,inflation,3,-0.0043365062,-0.0043317344,-0.0001187518,-5.9460583e-05
0.04,5,inflation,4,-0.0055338272,-0.0055314705,-6.9516213e-05,-7.5586008e-06
0.04,6,inflation,5,-0.0066310789,-0.0066316433,-1.1739661e-06,5.965885e-05
0.04,7,inflation,6,-0.0075767448,-0.0075802164,7.7118324e-05,0.00013416103
0.04,8,inflation,7,-0.0083330029,-0.0083391844,0.00015748857,0.00020902952
0.04,9,inflation,8,-0.0088769461,-0.0088856196,0.00023414463,0.00027913238
0.04,10,inflation,9,-0.0092027032,-0.0092129558,0.00030336928,0.00034111283
0.04,11,inflation,10,-0.0093163745,-0.0093264238,0.00036295835,0.00039293874
0.04,12,inflation,11,-0.0092319883,-0.0092395232,0.00041178829,0.0004335643
0.04,13,inflation,12,-0.0089685645,-0.008971326,0.00044950314,0.00046267586
0.04,14,inflation,13,-0.0085479763,-0.0085443998,0.00047628567,0.00048049795
0.04,15,inflation,14,-0.007993395,-0.0079832035,0.00049268831,0.00048764305
0.04,16,inflation,15,-0.0073281654,-0.0073128496,0.00049950771,0.00048499397
0.04,17,inflation,16,-0.0065750039,-0.006558157,0.00049769106,0.00047361103
0.04,18,inflation,17,-0.0057554396,-0.0057429377,0.00048826633,0.00045465869
0.04,19,inflation,18,-0.0048894397,-0.0048894729,0.00047229037,0.00042934758
0.04,20,inflation,19,-0.0039951758,-0.0040181446,0.00045081075,0.00039888901
0.04,21,output,0,-0.011924095,-0.012047539,-0.002990562,-0.0024725828
0.04,22,output,1,-0.021817975,-0.021876767,-0.0031494766,-0.0025563665
0.04,23,output,2,-0.02884192,-0.028855727,-0.0021418896,-0.0016454236
0.04,24,output,3,-0.033280443,-0.03326715,-0.00075944077,-0.00042572179
0.04,25,output,4,-0.035583364,-0.035527944,0.00035974867,0.00056993273
0.04,26,output,5,-0.036023415,-0.03591964,0.0011905305,0.0013080485
0.04,27,output,6,-0.034889547,-0.034740377,0.0017223372,0.0017756436
0.04,28,output,7,-0.032433024,-0.032264131,0.0019700106,0.0019874167
0.04,29,output,8,-0.028854089,-0.028737696,0.0020028293,0.0020050435
0.04,30,output,9,-0.024796581,-0.024745981,0.0019082912,0.0019049965
0.04,31,output,10,-0.020660446,-0.020663226,0.0017430027,0.0017381135
0.04,32,output,11,-0.016686373,-0.016722021,0.0015432786,0.001537898
0.04,33,output,12,-0.013011414,-0.013060006,0.001332094,0.0013261284
0.04,34,output,13,-0.0097056109,-0.0097515364,0.0011236568,0.001116657
0.04,35,output,14,-0.0067961447,-0.0068291748,0.00092642367,0.00091798879
0.04,36,output,15,-0.0042832684,-0.0042982812,0.00074509389,0.00073503486
0.04,37,output,16,-0.0021508133,-0.0021469184,0.00058192958,0.00057030668
0.04,38,output,17,-0.00037309978,-0.00035256509,0.00043763139,0.00042472968
0.04,39,output,18,0.0010805392,0.001113347,0.00031191919,0.00029819777
0.04,40,output,19,0.0022428202,0.0022823821,0.00020391676,0.00018995107
0.05,1,inflation,0,-0.0008442299,-0.0007811769,-7.0900717e-05,-7.0496436e-05
0.05,2,inflation,1,-0.0019102688,-0.0018333567,-0.00012318802,-0.00012146029
0.05,3,inflation,2,-0.0031034176,-0.0030420838,-0.00013942865,-0.00013398492
0.05,4,inflation,3,-0.0043365062,-0.0043060037,-0.0001187518,-0.00010765842
0.05,5,inflation,4,-0.0055338272,-0.005539319,-6.9516213e-05,-5.234781e-05
0.05,6,inflation,5,-0.0066310789,-0.0066704373,-1.1739661e-06,2.1465922e-05
0.05,7,inflation,6,-0.0075767448,-0.0076429128,7.7118324e-05,0.00010381026
0.05,8,inflation,7,-0.0083330029,-0.0084159106,0.00015748857,0.00018627802
0.05,9,inflation,8,-0.0088769461,-0.0089653049,0.00023414463,0.00026289077
0.05,10,inflation,9,-0.0092027032,-0.0092862597,0.00030336928,0.00033001859
0.05,11,inflation,10,-0.0093163745,-0.0093868871,0.00036295835,0.00038567114
0.05,12,inflation,11,-0.0092319883,-0.009283699,0.00041178829,0.00042899752
0.05,13,inflation,12,-0.0089685645,-0.0089983751,0.00044950314,0.00045993409
0.05,14,inflation,13,-0.0085479763,-0.0085554516,0.00047628567,0.00047895383
0.05,15,inflation,14,-0.007993395,-0.0079806669,0.00049268831,0.00048688625
0.05,16,inflation,15,-0.0073281654,-0.0072997763,0.00049950771,0.00048478667
0.05,17,inflation,16,-0.0065750039,-0.0065377114,0.00049769106,0.00047384075
0.05,18,inflation,17,-0.0057554396,-0.0057179933,0.00048826633,0.00045529425
0.05,19,inflation,18,-0.0048894397,-0.0048623363,0.00047229037,0.00043040147
0.05,20,inflation,19,-0.0039951758,-0.0039903961,0.00045081075,0.00040038745
0.05,21,output,0,-0.011924095,-0.011996624,-0.002990562,-0.0023402063
0.05,22,output,1,-0.021817975,-0.021778425,-0.0031494766,-0.0024123298
0.05,23,output,2,-0.02884192,-0.028753886,-0.0021418896,-0.0015354485
0.05,24,output,3,-0.033280443,-0.033192618,-0.00075944077,-0.00036400844
